                                                                Profile results (total time)
Proc Name                                                                                                    Self CPU    Total CPU    Real Time     Overtime        Calls
/obj/structure/table/standard/New                                                                               0.000        0.001        0.001        0.000          163
/obj/machinery/computer/New                                                                                     0.000        0.001        0.001        0.000           52
/datum/lore/codex/page/radiance_energy_chain/add_content                                                        0.001        0.001        0.000        0.000            6
/obj/structure/table/reinforced/New                                                                             0.000        0.001        0.001        0.000           25
/datum/seed/berry/poison/death/proc/(init)                                                                      0.001        0.001        0.000        0.000            1
/obj/item/stack/update_icon                                                                                     0.001        0.001        0.000        0.000          489
/obj/machinery/computer/med_data/Initialize                                                                     0.000        0.001        0.001        0.000           20
/datum/reagents/proc/trans_to_holder                                                                            0.000        0.001        0.001        0.000           31
/datum/reagents/proc/trans_to_obj                                                                               0.000        0.001        0.001        0.000           31
/datum/controller/subsystem/job/proc/setup_departments                                                          0.000        0.001        0.000        0.000            1
/obj/item/tape/engineering/proc/(init)                                                                          0.001        0.001        0.000        0.000           25
/obj/item/weapon/book/bundle/custom_library/fiction/taleoftherainbowcat/proc/(init)                             0.001        0.001        0.000        0.000            1
/datum/stack_recipe/New                                                                                         0.001        0.001        0.000        0.000          455
/obj/item/weapon/circuitboard/arcade/orion_trail/proc/(init)                                                    0.001        0.001        0.000        0.000            3
/obj/random/janusmodule/item_to_spawn                                                                           0.000        0.001        0.001        0.000            1
/obj/item/weapon/circuitboard/machine/rtg/proc/(init)                                                           0.001        0.001        0.000        0.000            8
/obj/item/weapon/circuitboard/washing/proc/(init)                                                               0.001        0.001        0.000        0.000            8
/obj/item/weapon/flamethrower/update_icon                                                                       0.001        0.001        0.000        0.001            2
/obj/item/weapon/gun/energy/lasertag/proc/(init)                                                                0.001        0.001        0.000        0.000           10
/obj/item/weapon/gun/projectile/shotgun/pump/proc/(init)                                                        0.001        0.001        0.000        0.000            1
/obj/item/weapon/locator/proc/(init)                                                                            0.001        0.001        0.000        0.000            2
/datum/wires/proc/add_duds                                                                                      0.001        0.001        0.000        0.000          108
/obj/item/weapon/material/knife/machete/proc/(init)                                                             0.001        0.001        0.000        0.000            7
/obj/random/drop_location                                                                                       0.000        0.001        0.001        0.000         2210
/obj/item/weapon/material/knife/proc/(init)                                                                     0.001        0.001        0.000        0.001           10
/obj/item/weapon/material/shard/proc/(init)                                                                     0.001        0.001        0.000        0.000           84
/obj/item/weapon/melee/baton/slime/loaded/Initialize                                                            0.001        0.001        0.000        0.000            3
/obj/item/weapon/ore/diamond/proc/(init)                                                                        0.001        0.001        0.000        0.000           93
/mob/living/carbon/human/UpdateDamageIcon                                                                       0.001        0.001        0.000        0.001            9
/obj/machinery/r_n_d/circuit_imprinter/Initialize                                                               0.000        0.001        0.000        0.000            2
/obj/item/weapon/paper/proc/(init)                                                                              0.001        0.001        0.000        0.000           39
/obj/item/weapon/pen/crayon/marker/New                                                                          0.001        0.001        0.000        0.000           42
/mob/living/proc/(init)                                                                                         0.001        0.001        0.000        0.000            2
/obj/item/weapon/pen/crayon/proc/(init)                                                                         0.001        0.001        0.000        0.000           78
/obj/item/weapon/pen/proc/(init)                                                                                0.001        0.001        0.000        0.000           31
/obj/machinery/computer/aifixer/update_icon                                                                     0.000        0.001        0.001        0.000            6
/datum/seed/mushroom/New                                                                                        0.000        0.001        0.001        0.000           12
/mob/living/simple_mob/proc/add_eyes                                                                            0.001        0.001        0.000        0.000           14
/mob/living/simple_mob/vore/wolfgirl/proc/(init)                                                                0.001        0.001        0.000        0.000           10
/obj/asteroid_spawner/New                                                                                       0.001        0.001        0.000        0.000          188
/obj/effect/map_effect/portal/master/proc/apply_offset                                                          0.001        0.001        0.000        0.000            8
/obj/item/weapon/reagent_containers/food/drinks/glass2/rocks/proc/(init)                                        0.001        0.001        0.000        0.001            2
/obj/item/weapon/reagent_containers/food/drinks/sillycup/proc/(init)                                            0.001        0.001        0.000        0.000          106
/obj/item/ammo_magazine/update_icon                                                                             0.001        0.001        0.000        0.001          110
/datum/lore/codex/page/virgo_two/add_content                                                                    0.000        0.001        0.000        0.000            6
/obj/item/clothing/head/hood/carp_hood/proc/(init)                                                              0.001        0.001        0.000        0.000            1
/obj/item/clothing/head/hood/winter/medical/proc/(init)                                                         0.001        0.001        0.000        0.000           17
/obj/item/weapon/reagent_containers/food/snacks/liquidfood/proc/(init)                                          0.001        0.001        0.000        0.000           57
/datum/shuttle/autodock/ferry/escape_pod/New                                                                    0.000        0.001        0.001        0.000            1
/obj/item/clothing/mask/breath/medical/proc/(init)                                                              0.001        0.001        0.000        0.000           27
/obj/item/weapon/reagent_containers/food/snacks/meat/proc/(init)                                                0.001        0.001        0.000        0.000           38
/obj/item/clothing/mask/gas/New                                                                                 0.001        0.001        0.000        0.000          180
/obj/item/integrated_circuit/passive/power/chemical_cell/New                                                    0.000        0.001        0.001        0.000            9
/obj/item/clothing/shoes/boots/workboots/proc/(init)                                                            0.001        0.001        0.000        0.000            3
/datum/material/cardboard/generate_recipes                                                                      0.000        0.001        0.000        0.000            1
/obj/item/clothing/suit/bio_suit/general/proc/(init)                                                            0.001        0.001        0.000        0.000            8
/datum/planet/virgo3b/New                                                                                       0.000        0.001        0.000        0.000            1
/obj/item/modular_computer/console/preset/talon/install_default_programs                                        0.000        0.001        0.001        0.000            5
/obj/item/modular_computer/laptop/preset/custom_loadout/standard/install_default_hardware                       0.000        0.001        0.001        0.000            4
/obj/item/clothing/suit/fire/proc/(init)                                                                        0.001        0.001        0.000        0.000          102
/obj/item/organ/internal/brain/New                                                                              0.000        0.001        0.001        0.000            5
/obj/structure/trash_pile/Initialize                                                                            0.000        0.001        0.000        0.000           64
/datum/tgui_module/alarm_monitor/proc/major_alarms                                                              0.000        0.001        0.001        0.000           27
/obj/item/weapon/reagent_containers/glass/beaker/large/proc/(init)                                              0.001        0.001        0.000        0.000           41
/obj/item/stack/cable_coil/random_belt/New                                                                      0.000        0.001        0.001        0.000           77
/obj/item/weapon/reagent_containers/glass/bottle/antitoxin/proc/(init)                                          0.001        0.001        0.000        0.000           17
/obj/item/weapon/reagent_containers/hypospray/autoinjector/detox/proc/(init)                                    0.001        0.001        0.000        0.000           32
/obj/item/weapon/reagent_containers/hypospray/autoinjector/oxy/proc/(init)                                      0.001        0.001        0.000        0.000           76
/datum/wires/camera/New                                                                                         0.000        0.001        0.001        0.000           49
/datum/wires/Destroy                                                                                            0.000        0.001        0.001        0.000           19
/obj/item/stack/rods/Initialize                                                                                 0.000        0.001        0.001        0.000           36
/datum/wires/mines/New                                                                                          0.000        0.001        0.001        0.000           39
/obj/structure/sign/poster/New                                                                                  0.000        0.001        0.001        0.000            6
/obj/item/weapon/storage/belt/security/proc/(init)                                                              0.001        0.001        0.000        0.000           17
/obj/item/toy/figure/New                                                                                        0.000        0.001        0.001        0.000           18
/obj/structure/salvageable/personal/Initialize                                                                  0.000        0.001        0.001        0.000            2
/hook/death/proc/quit_notify                                                                                    0.000        0.001        0.001        0.000            3
/obj/structure/safe/Initialize                                                                                  0.000        0.001        0.001        0.000            1
/obj/item/weapon/storage/box/freezer/proc/(init)                                                                0.001        0.001        0.000        0.000           44
/obj/item/weapon/storage/fancy/egg_box/proc/(init)                                                              0.001        0.001        0.000        0.000           24
/mob/Destroy                                                                                                    0.000        0.001        0.001        0.000            1
/mob/Destroy                                                                                                    0.000        0.001        0.001        0.000            1
/mob/Destroy                                                                                                    0.000        0.001        0.001        0.000            1
/obj/machinery/computer/message_monitor/update_icon                                                             0.000        0.001        0.000        0.000           12
/obj/item/weapon/storage/pill_bottle/paracetamol/proc/(init)                                                    0.001        0.001        0.000        0.000           22
/obj/item/weapon/storage/pill_bottle/update_icon                                                                0.001        0.001        0.000        0.000          192
/obj/item/weapon/storage/toolbox/mechanical/proc/(init)                                                         0.001        0.001        0.000        0.000           25
/obj/machinery/r_n_d/protolathe/Initialize                                                                      0.000        0.001        0.000        0.000            1
/obj/item/weapon/surgical/cautery/proc/(init)                                                                   0.001        0.001        0.000        0.000           12
/obj/item/device/assembly_holder/timer_igniter/New                                                              0.000        0.001        0.000        0.000           12
/obj/item/weapon/tool/wrench/proc/(init)                                                                        0.001        0.001        0.000        0.000           83
/datum/seed/corn/New                                                                                            0.000        0.001        0.000        0.000            1
/datum/seed/grass/New                                                                                           0.000        0.001        0.000        0.000            1
/obj/machinery/computer/arcade/orion_trail/New                                                                  0.000        0.001        0.000        0.000            2
/mob/living/carbon/human/update_inv_ears                                                                        0.000        0.001        0.001        0.000           12
/mob/living/carbon/human/update_inv_wear_id                                                                     0.000        0.001        0.001        0.000           12
/datum/seed/mushroom/towercap/New                                                                               0.000        0.001        0.000        0.000            2
/obj/machinery/status_display/Initialize                                                                        0.000        0.001        0.001        0.000          119
/obj/machinery/atmospherics/unary/cryo_cell/update_icon                                                         0.000        0.001        0.000        0.000           10
/mob/living/proc/grab_hud                                                                                       0.000        0.001        0.001        0.000           62
/obj/structure/cliff/automatic/Initialize                                                                       0.000        0.001        0.001        0.000           67
/datum/seed/proc/update_growth_stages                                                                           0.000        0.001        0.000        0.000          106
/datum/seed/rice/New                                                                                            0.000        0.001        0.000        0.000            1
/datum/seed/vanilla/New                                                                                         0.000        0.001        0.000        0.000            1
/obj/machinery/atmospherics/omni/build_network                                                                  0.001        0.001        0.000        0.000           10
/obj/item/weapon/reagent_containers/pill/zoom/Initialize                                                        0.000        0.001        0.001        0.000           25
/obj/machinery/shower/proc/(init)                                                                               0.001        0.001        0.000        0.000           11
/obj/machinery/atmospherics/update_icon                                                                         0.001        0.001        0.000        0.000           18
/obj/machinery/clonepod/Initialize                                                                              0.001        0.001        0.000        0.000            3
/obj/machinery/computer/message_monitor/proc/(init)                                                             0.001        0.001        0.000        0.000            2
/mob/observer/eye/aiEye/Destroy                                                                                 0.000        0.001        0.001        0.000            1
/mob/observer/eye/Destroy                                                                                       0.000        0.001        0.001        0.000            1
/obj/item/weapon/reagent_containers/pill/hyronalin/Initialize                                                   0.000        0.001        0.001        0.000           33
/obj/structure/closet/crate/freezer/Entered                                                                     0.000        0.001        0.001        0.000           31
/obj/structure/outcrop/Initialize                                                                               0.000        0.001        0.001        0.000           30
/obj/effect/effect/sparks/Destroy                                                                               0.000        0.001        0.001        0.000           12
/datum/sortInstance/proc/countRunAndMakeAscending                                                               0.000        0.001        0.000        0.000           34
/obj/effect/gibspawner/robot/New                                                                                0.000        0.001        0.001        0.000            3
/obj/machinery/portable_atmospherics/canister/proc/check_change                                                 0.001        0.001        0.000        0.000          141
/obj/machinery/power/powered                                                                                    0.001        0.001        0.000        0.000         2243
/obj/item/integrated_circuit/input/microphone/New                                                               0.000        0.001        0.000        0.000           10
/obj/machinery/requests_console/update_icon                                                                     0.001        0.001        0.000        0.000           34
/obj/structure/window/CanPass                                                                                   0.000        0.001        0.000        0.000           25
/obj/machinery/atmospherics/tvalve/network_expand                                                               0.000        0.001        0.000        0.000            6
/obj/item/integrated_circuit/output/video_camera/on_data_written                                                0.000        0.001        0.000        0.000            9
/obj/item/weapon/computer_hardware/battery_module/New                                                           0.000        0.001        0.001        0.000            5
/obj/item/integrated_circuit/output/video_camera/proc/set_camera_status                                         0.000        0.001        0.000        0.000            9
/obj/machinery/camera/proc/set_status                                                                           0.000        0.001        0.000        0.000            9
/obj/machinery/power/terminal/New                                                                               0.001        0.001        0.000        0.000           77
/datum/timedevent/Destroy                                                                                       0.000        0.001        0.000        0.000           33
/obj/structure/disposalpipe/trunk/Initialize                                                                    0.000        0.001        0.001        0.000          185
/obj/structure/stairs/top/Initialize                                                                            0.000        0.001        0.000        0.000           75
/obj/structure/stairs/top/check_integrity                                                                       0.000        0.001        0.000        0.000           75
/datum/visualnet/camera/proc/addCamera                                                                          0.000        0.001        0.000        0.000           39
/obj/machinery/button/windowtint/power_change                                                                   0.000        0.001        0.000        0.000           51
/obj/machinery/button/remote/power_change                                                                       0.000        0.001        0.000        0.000          200
/datum/wires/radio/New                                                                                          0.000        0.001        0.000        0.000          397
/obj/item/weapon/reagent_containers/food/condiment/small/packet/coffee/Initialize                               0.000        0.001        0.001        0.000           12
/obj/machinery/vending/nifsoft_shop/power_change                                                                0.000        0.001        0.000        0.000           24
/obj/machinery/power/terminal/hides_under_flooring                                                              0.000        0.001        0.000        0.000          921
/obj/machinery/atmospherics/unary/freezer/Initialize                                                            0.000        0.001        0.001        0.000           10
/obj/item/weapon/reagent_containers/food/condiment/small/packet/soy/Initialize                                  0.000        0.001        0.001        0.000           10
/obj/item/stack/medical/advanced/Initialize                                                                     0.000        0.001        0.000        0.000           66
/obj/item/weapon/reagent_containers/food/condiment/small/packet/tea/Initialize                                  0.000        0.001        0.001        0.000           12
/obj/item/weapon/reagent_containers/food/condiment/sugar/Initialize                                             0.000        0.001        0.001        0.000            4
/obj/item/weapon/reagent_containers/food/drinks/bottle/grenadine/Initialize                                     0.000        0.001        0.001        0.000            4
/obj/machinery/optable/New                                                                                      0.000        0.001        0.000        0.000            4
/obj/item/weapon/cartridge/sar/proc/(init)                                                                      0.000        0.001        0.000        0.000            4
/obj/structure/reagent_dispensers/acid/Initialize                                                               0.000        0.001        0.000        0.000            3
/obj/machinery/power/grid_checker/Initialize                                                                    0.000        0.001        0.000        0.000            1
/obj/item/weapon/reagent_containers/pill/bicaridine/Initialize                                                  0.000        0.001        0.000        0.000           14
/obj/item/weapon/reagent_containers/food/drinks/bottle/vodka/Initialize                                         0.000        0.001        0.001        0.000            4
/obj/item/weapon/reagent_containers/food/drinks/bottle/whiskey/Initialize                                       0.000        0.001        0.001        0.000            2
/obj/item/weapon/reagent_containers/food/drinks/bottle/wine/Initialize                                          0.000        0.001        0.001        0.000            3
/obj/item/weapon/reagent_containers/food/drinks/cans/cola/Initialize                                            0.000        0.001        0.001        0.000            7
/obj/item/weapon/reagent_containers/food/drinks/glass2/Initialize                                               0.000        0.001        0.001        0.000           51
/obj/structure/mob_spawner/mouse_nest/New                                                                       0.000        0.001        0.000        0.000           64
/obj/machinery/atmospherics/unary/outlet_injector/update_underlays                                              0.000        0.001        0.000        0.000           36
/obj/machinery/power/apc/proc/make_terminal                                                                     0.000        0.001        0.000        0.000           63
/obj/item/weapon/reagent_containers/food/snacks/bearmeat/Initialize                                             0.000        0.001        0.001        0.000            4
/obj/item/weapon/computer_hardware/hard_drive/New                                                               0.000        0.001        0.000        0.000           20
/obj/item/weapon/computer_hardware/hard_drive/proc/install_default_programs                                     0.000        0.001        0.000        0.000           20
/obj/machinery/newscaster/Initialize                                                                            0.000        0.001        0.000        0.000           67
/obj/item/weapon/reagent_containers/food/snacks/donut/slimejelly/Initialize                                     0.000        0.001        0.001        0.000            1
/obj/item/weapon/flamethrower/full/New                                                                          0.000        0.001        0.000        0.000            2
/obj/item/weapon/reagent_containers/food/snacks/monkeyburger/Initialize                                         0.000        0.001        0.001        0.000            4
/obj/item/weapon/material/twohanded/baseballbat/metal/New                                                       0.000        0.001        0.000        0.000            1
/obj/item/weapon/material/twohanded/New                                                                         0.000        0.001        0.000        0.000            6
/obj/item/weapon/reagent_containers/food/condiment/small/packet/watermelon/Initialize                           0.000        0.001        0.000        0.000           10
/obj/item/weapon/reagent_containers/food/drinks/soymilk/Initialize                                              0.000        0.001        0.000        0.000           24
/obj/item/weapon/reagent_containers/food/snacks/chocolatebar/Initialize                                         0.000        0.001        0.000        0.000            8
/obj/item/weapon/reagent_containers/food/snacks/donut/cherryjelly/Initialize                                    0.000        0.001        0.000        0.000            8
/datum/wires/grid_checker/New                                                                                   0.000        0.001        0.000        0.000            1
/obj/item/weapon/reagent_containers/pill/carthatoline/Initialize                                                0.000        0.001        0.001        0.000           14
/obj/item/weapon/reagent_containers/pill/corophizine/Initialize                                                 0.000        0.001        0.001        0.000           14
/obj/item/weapon/reagent_containers/pill/happy/Initialize                                                       0.000        0.001        0.001        0.000           15
/obj/item/weapon/reagent_containers/pill/osteodaxon/Initialize                                                  0.000        0.001        0.001        0.000            3
/obj/item/weapon/reagent_containers/glass/rag/Initialize                                                        0.000        0.001        0.000        0.000           13
/obj/item/weapon/reagent_containers/hypospray/autoinjector/on_reagent_change                                    0.000        0.001        0.000        0.000          360
/obj/item/weapon/reagent_containers/spray/cleaner/Initialize                                                    0.000        0.001        0.000        0.000           27
/obj/item/weapon/reagent_containers/spray/windowsealant/New                                                     0.000        0.001        0.000        0.000           10
/obj/item/weapon/sample/New                                                                                     0.000        0.001        0.000        0.000           28
/obj/structure/closet/syndicate/resources/Initialize                                                            0.000        0.001        0.001        0.000            2
/obj/item/weapon/stool/padded/New                                                                               0.000        0.001        0.001        0.000           23
/obj/item/weapon/sample/print/New                                                                               0.000        0.001        0.000        0.000           28
/obj/item/weapon/soap/deluxe/New                                                                                0.000        0.001        0.000        0.000            5
/obj/item/weapon/soap/Initialize                                                                                0.000        0.001        0.000        0.000           59
/obj/item/weapon/soap/proc/wet                                                                                  0.000        0.001        0.000        0.000           59
/obj/item/weapon/stock_parts/scanning_module/proc/(init)                                                        0.000        0.001        0.000        0.000          163
/obj/item/weapon/storage/box/glasses/New                                                                        0.000        0.001        0.001        0.000            2
/obj/item/weapon/storage/bag/circuits/mini/reagents/New                                                         0.000        0.001        0.000        0.000            2
/obj/item/weapon/storage/box/fingerprints/New                                                                   0.000        0.001        0.000        0.000            2
/obj/item/weapon/storage/box/holobadge/hos/New                                                                  0.000        0.001        0.000        0.000            1
/obj/item/weapon/storage/box/swabs/New                                                                          0.000        0.001        0.000        0.000            2
/obj/item/weapon/storage/fancy/markers/Initialize                                                               0.000        0.001        0.000        0.000            1
/obj/item/weapon/storage/secure/briefcase/nsfw_pack_hos/New                                                     0.000        0.001        0.000        0.000            1
/obj/item/weapon/tank/air/Initialize                                                                            0.000        0.001        0.000        0.000           10
/obj/item/weapon/tank/jetpack/New                                                                               0.000        0.001        0.000        0.000            6
/obj/item/weapon/tank/jetpack/void/Initialize                                                                   0.000        0.001        0.000        0.000            1
/obj/machinery/access_button/Initialize                                                                         0.000        0.001        0.001        0.000           66
/obj/machinery/access_button/proc/set_frequency                                                                 0.000        0.001        0.001        0.000           66
/obj/machinery/appliance/mixer/cereal/Initialize                                                                0.000        0.001        0.001        0.000            1
/obj/machinery/requests_console/power_change                                                                    0.000        0.001        0.000        0.000           34
/obj/item/weapon/weldingtool/tubefed/New                                                                        0.000        0.001        0.000        0.000           12
/obj/machinery/atmospherics/binary/pump/New                                                                     0.000        0.001        0.001        0.000           26
/obj/structure/closet/secure_closet/guncabinet/Initialize                                                       0.000        0.001        0.001        0.000            1
/obj/item/weapon/weldpack/Initialize                                                                            0.000        0.001        0.000        0.000           12
/obj/machinery/atmospherics/binary/passive_gate/hide                                                            0.000        0.001        0.000        0.000           25
/obj/item/weapon/weldingtool/Destroy                                                                            0.000        0.001        0.000        0.000            8
/obj/machinery/atmospherics/pipe/tank/atmos_init                                                                0.000        0.001        0.000        0.000           58
/obj/machinery/recharge_station/proc/build_overlays                                                             0.000        0.000        0.001        0.000           55
/obj/machinery/atmospherics/pipe/manifold4w/pipeline_expansion                                                  0.000        0.000        0.001        0.000          355
/obj/machinery/atmospherics/pipe/simple/heat_exchanging/can_be_node                                             0.000        0.000        0.001        0.000          758
/obj/machinery/embedded_controller/radio/airlock/airlock_controller/proc/(init)                                 0.000        0.000        0.000        0.000            5
/obj/structure/closet/gmcloset/proc/(init)                                                                      0.000        0.000        0.000        0.000            1
/obj/machinery/atmospherics/pipe/tank/air/New                                                                   0.000        0.000        0.000        0.000            3
/obj/item/weapon/reagent_containers/food/drinks/cans/starkist/proc/(init)                                       0.000        0.000        0.000        0.000            1
/obj/structure/closet/firecloset/Initialize                                                                     0.000        0.000        0.000        0.000           50
/obj/item/weapon/reagent_containers/food/drinks/cans/cola/proc/(init)                                           0.000        0.000        0.000        0.000            7
/obj/machinery/reagentgrinder/proc/(init)                                                                       0.000        0.000        0.000        0.000            2
/obj/item/weapon/reagent_containers/food/drinks/bottle/absinthe/Initialize                                      0.000        0.000        0.001        0.000            1
/obj/structure/closet/hydrant/New                                                                               0.000        0.000        0.000        0.000           11
/obj/structure/closet/hydrant/proc/(init)                                                                       0.000        0.000        0.000        0.000           11
/obj/machinery/embedded_controller/radio/airlock/docking_port/proc/(init)                                       0.000        0.000        0.000        0.000            5
/obj/item/weapon/reagent_containers/food/drinks/bottle/specialwhiskey/Initialize                                0.000        0.000        0.000        0.000            1
/obj/machinery/atmospherics/pipe/simple/heat_exchanging/junction/init_dir                                       0.000        0.000        0.000        0.000           14
/obj/machinery/atmospherics/pipe/simple/heat_exchanging/junction/atmos_init                                     0.000        0.000        0.000        0.000           24
/obj/machinery/atmospherics/pipe/simple/heat_exchanging/init_dir                                                0.000        0.000        0.000        0.000           90
/obj/machinery/atmospherics/pipe/manifold/init_dir                                                              0.000        0.000        0.000        0.000          179
/obj/machinery/power/smes/buildable/offmap_spawn/New                                                            0.000        0.000        0.001        0.000            3
/obj/structure/closet/l3closet/virology/proc/(init)                                                             0.000        0.000        0.000        0.000            1
/obj/machinery/power/solar_control/power_change                                                                 0.000        0.000        0.001        0.000           13
/obj/structure/closet/malf/suits/proc/(init)                                                                    0.000        0.000        0.000        0.000            1
/obj/structure/closet/radiation/proc/(init)                                                                     0.000        0.000        0.000        0.000            1
/obj/structure/closet/secure_closet/atmos_personal/Initialize                                                   0.000        0.000        0.000        0.000            6
/obj/structure/closet/secure_closet/bar/proc/(init)                                                             0.000        0.000        0.000        0.000            1
/obj/structure/closet/secure_closet/brig/Initialize                                                             0.000        0.000        0.000        0.000           11
/obj/structure/closet/secure_closet/cargotech/Initialize                                                        0.000        0.000        0.000        0.000            3
/obj/machinery/atmospherics/omni/mixer/proc/mapper_set                                                          0.000        0.000        0.000        0.000            6
/obj/machinery/atmospherics/unary/outlet_injector/proc/set_frequency                                            0.000        0.000        0.000        0.000            8
/obj/machinery/atmospherics/pipe/manifold4w/handle_leaking                                                      0.000        0.000        0.000        0.000          133
/obj/machinery/embedded_controller/radio/proc/set_frequency                                                     0.000        0.000        0.000        0.000           54
/obj/structure/closet/secure_closet/chemical/proc/(init)                                                        0.000        0.000        0.000        0.000            1
/obj/structure/closet/secure_closet/CMO/Initialize                                                              0.000        0.000        0.000        0.000            1
/obj/machinery/atmospherics/binary/pump/Initialize                                                              0.000        0.000        0.000        0.000          103
/obj/machinery/atmospherics/pipe/tank/init_dir                                                                  0.000        0.000        0.000        0.000            8
/obj/item/weapon/reagent_containers/food/condiment/spacespice/Initialize                                        0.000        0.000        0.000        0.000            6
/obj/machinery/recharge_station/proc/chargepercentage                                                           0.000        0.000        0.000        0.000           55
/obj/structure/closet/secure_closet/engineering_personal/Initialize                                             0.000        0.000        0.000        0.000            5
/obj/structure/closet/secure_closet/engineering_welding/proc/(init)                                             0.000        0.000        0.000        0.000            1
/obj/machinery/power/solar_control/update_icon                                                                  0.000        0.000        0.001        0.000           22
/obj/structure/closet/secure_closet/explorer/Initialize                                                         0.000        0.000        0.000        0.000            4
/obj/machinery/atmospherics/binary/algae_farm/RefreshParts                                                      0.000        0.000        0.000        0.000           36
/obj/machinery/artifact_harvester/Initialize                                                                    0.000        0.000        0.000        0.000            1
/obj/machinery/atmospherics/pipe/cap/init_dir                                                                   0.000        0.000        0.000        0.000            4
/obj/machinery/artifact/Moved                                                                                   0.000        0.000        0.000        0.000            1
/obj/structure/closet/secure_closet/freezer/fridge/proc/(init)                                                  0.000        0.000        0.000        0.000            5
/obj/item/weapon/reagent_containers/food/condiment/small/packet/apple/Initialize                                0.000        0.000        0.000        0.000            8
/obj/machinery/atmospherics/omni/update_icon                                                                    0.000        0.000        0.000        0.000           27
/obj/machinery/atmospherics/omni/return_network_air                                                             0.000        0.000        0.000        0.000           33
/obj/machinery/embedded_controller/radio/simple_docking_controller/proc/(init)                                  0.000        0.000        0.000        0.000            5
/obj/structure/bed/chair/bay/comfy/red/New                                                                      0.000        0.000        0.000        0.000            1
/obj/item/weapon/reagent_containers/cooking_container/oven/Initialize                                           0.000        0.000        0.000        0.000           15
/obj/machinery/atmospherics/omni/power_change                                                                   0.000        0.000        0.000        0.000           10
/obj/machinery/atmospherics/omni/network_expand                                                                 0.000        0.000        0.000        0.000           23
